species_id	20091FL-01-01-13	20091FL-01-01-13	20091FL-01-01-14	20091FL-01-01-14	20091FL-01-01-15	20091FL-01-01-15	20091FL-01-01-17	20091FL-01-01-17	20091FL-01-01-18	20091FL-01-01-18	20091FL-01-01-19	20091FL-01-01-19	20091FL-01-01-20	20091FL-01-01-20	20091FL-01-01-21	20091FL-01-01-21	20091FL-01-01-22	20091FL-01-01-22	20091FL-01-01-23	20091FL-01-01-23	20091FL-01-01-24	20091FL-01-01-24
134974	3.013	3.013	1.918	1.918	0.000	0.000	3.574	3.574	0.283	0.283	0.075	0.075	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
100304	0.449	0.449	0.259	0.259	1.203	1.203	0.455	0.455	0.112	0.112	0.638	0.638	0.089	0.089	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
103531	1.601	1.601	0.796	0.796	0.000	0.000	1.152	1.152	0.000	0.000	2.953	2.953	4.175	4.175	3.329	3.329	0.444	0.444	1.137	1.137	1.388	1.388
110918	0.874	0.874	0.491	0.491	0.000	0.000	0.000	0.000	0.931	0.931	0.000	0.000	0.461	0.461	0.000	0.000	0.000	0.000	0.000	0.000	0.179	0.179
101485	3.066	3.066	0.000	0.000	2.011	2.011	4.354	4.354	0.000	0.000	0.167	0.167	0.189	0.189	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
120881	0.103	0.103	0.000	0.000	0.000	0.000	0.000	0.000	0.295	0.295	0.000	0.000	0.263	0.263	0.000	0.000	0.000	0.000	0.000	0.000	0.575	0.575
103955	1.743	1.743	0.000	0.000	0.000	0.000	0.332	0.332	0.000	0.000	0.314	0.314	0.576	0.576	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
131071	0.693	0.693	0.451	0.451	0.000	0.000	0.236	0.236	0.421	0.421	4.606	4.606	2.497	2.497	1.869	1.869	1.719	1.719	0.000	0.000	2.357	2.357
114962	0.413	0.413	0.499	0.499	0.000	0.000	0.234	0.234	0.627	0.627	0.634	0.634	1.671	1.671	0.000	0.000	1.377	1.377	0.000	0.000	0.000	0.000
102407	0.386	0.386	0.537	0.537	0.000	0.000	1.515	1.515	0.055	0.055	2.030	2.030	2.266	2.266	0.365	0.365	1.615	1.615	1.437	1.437	2.299	2.299
119286	4.365	4.365	0.520	0.520	2.588	2.588	0.607	0.607	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
120896	5.103	5.103	3.526	3.526	4.712	4.712	2.083	2.083	0.251	0.251	0.100	0.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
137981	5.248	5.248	1.430	1.430	2.324	2.324	4.092	4.092	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
128586	0.000	0.000	4.328	4.328	0.000	0.000	0.601	0.601	6.379	6.379	1.204	1.204	0.649	0.649	0.000	0.000	0.000	0.000	0.000	0.000	0.262	0.262
